James Poterba,Economics DepartmentMassachusetts Institute of Technology (MIT),National Bureau of Economic Research (NBER),Longitudinal determinants of end-of-life wealth inequality,Choosing Between an Estate Tax and a Basis Carryover Regime: Evidence From 2010,"Revenue and Incentive Effects of Basis Step-Up at Death: Lessons from the 2010 ""Voluntary"" Estate Tax Regime",What Determines End-of-Life Assets? A Retrospective View,"Health, Education, and the Postretirement Evolution of Household Assets",Were They Prepared for Retirement? Financial Status at Advanced Ages in the HRS and AHEAD Cohorts,"The Nexus of Social Security Benefits, Health, and Wealth at Death",The Composition and Drawdown of Wealth in Retirement,"Family Status Transitions, Latent Health, and the Post-Retirement Evolution of Assets",The asset cost of poor health
Christopher Baum,Department of EconomicsBoston College,DIW Berlin (Deutsches Institut für Wirtschaftsforschung),Leverage effects and stochastic volatility in spot oil returns: A Bayesian approach with VaR and CVaR applications,Corporate financial policy and the value of cash under uncertainty,A new approach to estimation of the R&amp;D–innovation–productivity relationship,"Innovation strategies, external knowledge and productivity growth",The self-medication hypothesis: Evidence from terrorism and cigarette accessibility,Jumps and stochastic volatility in crude oil futures prices using conditional moments of integrated volatility,Credit rating agency downgrades and the Eurozone sovereign debt crises,Capital structure adjustments: Do macroeconomic and business risks matter?,What do Chinese macro announcements tell us about the world economy?,R&amp;D Expenditures and Geographical Sales Diversification
Christopher Sims,Department of EconomicsPrinceton University,,When does a central bank׳s balance sheet require fiscal support?,Gaps in the institutional structure of the euro area,Statistical Modeling of Monetary Policy and Its Effects,Monetary Policy Models,Methods for inference in large multiple-equation Markov-switching models,Improving monetary policy models,Were There Regime Switches in U.S. Monetary Policy?,Does Monetary Policy Generate Recessions?,Bayesian Methods for Dynamic Multivariate Models,Error Bands for Impulse Responses
René M. Stulz,Department of FinanceFisher College of BusinessOhio State University,,"Access to capital, investment, and the financial crisis",Why Are U.S. Stocks More Volatile?,This Time Is the Same: Using Bank Performance in 1998 to Explain Bank Performance during the Recent Financial Crisis,The credit crisis around the globe: Why did some banks perform better?,Bank CEO incentives and the credit crisis,When Are Analyst Recommendation Changes Influential?,Credit Default Swaps and the Credit Crisis,"Securities Laws, Disclosure, and National Capital Markets in the Age of Financial Globalization",Why do firms appoint CEOs as outside directors?,Why Do Foreign Firms Leave U.S. Equity Markets?
Drew Fudenberg,Economics DepartmentMassachusetts Institute of Technology (MIT),,Learning and Type Compatibility in Signaling Games,Tirole's Industrial Regulation and Organization Legacy in Economics,"Speed, Accuracy, and the Optimal Timing of Choices",Rationalizable partition-confirmed equilibrium,It's the thought that counts: The role of intentions in noisy repeated games,"Who cooperates in repeated games: The role of altruism, inequity aversion, and demographics",An approximate dual-self model and paradoxes of choice under risk,"Fairness, risk preferences and independence: Impossibility theorems",Slow to Anger and Fast to Forgive: Cooperation in an Uncertain World,Delayed-response strategies in repeated games with observation lags
Jerry A. Hausman,Economics DepartmentMassachusetts Institute of Technology (MIT),,Instrumental variable estimation with heteroskedasticity and many instruments,Asymptotic Distribution Of Jive In A Heteroskedastic Iv Regression With Many Instruments,Heteroskedasticity-robust inference in finite samples,Testing overidentifying restrictions with many instruments and heteroskedasticity,A Bayesian mixed logit-probit model for multinomial choice,Using A Laplace Approximation To Estimate The Random Coefficients Logit Model By Nonlinear Least Squares,Estimation With Many Instrumental Variables,Consumer benefits from increased competition in shopping outlets: Measuring the effect of Wal-Mart,Difference in difference meets generalized least squares: Higher order properties of hypotheses tests,CPI Bias from Supercenters: Does the BLS Know that Wal-Mart Exists?
Stephen J Turnovsky,Department of EconomicsUniversity of Washington,,Productive government spending and its consequences for the growth–inequality tradeoff,"Income Inequality, Mobility, And The Accumulation Of Capital",Forecasting inflation using commodity price aggregates,Growth and inequality: Dependence on the time path of productivity increases (and other structural changes),Demography And Growth: A Unified Treatment Of Overlapping Generations,How misleading is linearization? Evaluating the dynamics of the neoclassical growth model,Taxation and Income Distribution Dynamics in a Neoclassical Growth Model,Stabilization Theory and Policy: 50 Years after the Phillips Curve,Growth and inequality in a small open economy,Intergenerational Allocation of Government Expenditures: Externalities and Optimal Taxation
Tim Bollerslev,"Department of Economics
Duke University",National Bureau of Economic Research (NBER),Risk Everywhere: Modeling and Managing Volatility,"Volume, Volatility, and Public News Announcements",Modeling and forecasting (un)reliable realized covariances for more reliable financial decisions,Exploiting the errors: A simple approach for improved volatility forecasting,Tail risk premia and return predictability,"Daily House Price Indices: Construction, Modeling, and Longer‐run Predictions",Stock return and cash flow predictability: The role of volatility risk,Financial Risk Measurement for Financial Risk Management,Stock Return Predictability and Variance Risk Premia: Statistical Inference and International Evidence,"Jump tails, extreme dependencies, and the distribution of stock returns"
John van Reenen,Centre for Economic Performance (CEP)London School of Economics (LSE),Economics DepartmentMassachusetts Institute of Technology (MIT),A Toolkit of Policies to Promote Innovation,Concentrating on the Fall of the Labor Share,The costs and benefits of leaving the EU: trade effects,What Drives Differences in Management Practices?,The economic impact of universities: Evidence from across the globe,International Data on Measuring Management Practices,"Management Practices, Workforce Selection, and Productivity",Does Management Matter in schools?,A Trapped-Factors Model of Innovation,"Investing for Prosperity: Skills, Infrastructure and Innovation"
Michael C. Jensen,"Negotiations, Organizations and Markets UnitHarvard Business SchoolHarvard University",Social Science Research Network,Performance Pay and Top-Management Incentives,"The distribution of power among corporate managers, shareholders, and directors",,,,,,,,
Robert J. Shiller,Cowles Foundation for Research in EconomicsYale University,Economics DepartmentYale University,Narrative Economics,Continuous Workout Mortgages: Efficient pricing and systemic implications,Popular Attitudes toward Markets and Democracy: Russia and United States Compared 25 Years Later,Why Is Housing Finance Still Stuck in Such a Primitive Stage?,Wealth Effects Revisited 1975-2012,Speculative Asset Prices,Reflections on Finance and the Good Society,What Have They Been Thinking? Homebuyer Behavior in Hot and Cold Markets,Economists as Worldly Philosophers,"Irving Fisher, Debt Deflation, And Crises"
Guido Imbens,Graduate School of BusinessStanford University,National Bureau of Economic Research (NBER),Ensemble Methods for Causal Effects in Panel Data Settings,Exact p-Values for Network Interference,Matching Methods in Practice: Three Examples,Robust Standard Errors in Small Samples: Some Practical Advice,Identification and Inference With Many Invalid Instruments,"Clustering, Spatial Correlations, and Randomization Inference",Optimal Bandwidth Choice for the Regression Discontinuity Estimator,Matching on the Estimated Propensity Score,A Martingale Representation for Matching Estimators,Complementarity and aggregate implications of assortative matching: A nonparametric analysis
Lars Peter Hansen,Department of EconomicsUniversity of Chicago,,Term Structure of Uncertainty in the Macroeconomy,Misspecified Recovery,Risk Pricing over Alternative Investment Horizons,Challenges in Identifying and Measuring Systemic Risk,Three types of ambiguity,Examining macroeconomic models through the lens of asset pricing,Risk-Price Dynamics,Nonlinearity and temporal dependence,Long-Term Risk: An Operator Approach,Consumption Strikes Back? Measuring Long-Run Risk
